person_id,first_name,middle_name,last_name,display_name,phd_year,phd_institution,interests,google_scholar_id,openalex_author_id,orcid,semantic_scholar_id,researchgate_url,linkedin_url,personal_url,notes
162,Jiwnath,,Ghimire,Jiwnath Ghimire,2018,University of Hawaii,,nF_4y2oAAAAJ,A5056658395,0000-0003-3971-2737,,,,,
163,Ted,,Grevstad-Nordbrock,Ted Grevstad-Nordbrock,2015,Michigan State University,,giSAkYEAAAAJ,A5012284154,0000-0001-5816-1243,,,,,
164,Monica,A.,Haddad,Monica Haddad,2003,"University of Illinois, Urbana-Champaign","Spatial Analysis (GIS), Human Development, Social Equity, Public Investments, Regional Policies",BZCjLCUAAAAJ,A5044920369,0000-0002-9615-3962,,https://researchgate.net/profile/Monica_Haddad,https://linkedin.com/in/monica-haddad-79937015,,
165,Francis,Y.,Owusu,Francis Owusu,2000,University of Minnesota,"Community Economic Development, Environmental Planning, Planning Methods, GIS, Third World Development",1UvO8dcAAAAJ,A5081141229,0009-0003-9359-8362,,https://researchgate.net/profile/Francis_Owusu3,https://linkedin.com/in/francisowusu,,
166,Alenka,,Poplin,Alenka Poplin,2002,Vienna University of Technology,,hfAW1i8AAAAJ,A5076827456,0000-0002-2751-9326,,,,,
167,Jane,,Rongerude,Jane Rongerude,2009,UC Berkeley,"Housing, Community-based Organizations, Regionalism and Regional Planning",MKWAzCUAAAAJ,A5079992634,0000-0002-6562-3861,,,https://linkedin.com/in/janerongerude,,
168,Gary,D.,Taylor,Gary Taylor,1988,University of Nebraska,"Planning Law and Implementation, Intergovernmental Coordination, Small Town Planning",YpkooCgAAAAJ,,,,,,,
169,Moe,,Chowdhury,Moe Chowdhury,1994,"University of Wisconsin, Madison",,,A5074908831,,,,,,
170,Berneece,,Herbert,Berneece Herbert,2007,Alabama A&M University,,wFI7_EAAAAAJ,A5078821471,0000-0003-4878-4580,,,,,
171,Mukesh,,Kumar,Mukesh Kumar,2004,Cleveland State University,Economic Development,zdTB77IAAAAJ,A5018751461,0000-0001-8404-1747,,,,,
172,Edmund,,Merem,Edmund Merem,2003,Jackson State University,Environment and Land Use Planning,,,,,https://researchgate.net/profile/Edmund_Merem,https://linkedin.com/in/edmund-merem-a995b319,,
173,Talya,,Thomas,Talya Thomas,2011,Texas Southern University,,,,,,,,,
174,Joan,M.,Wesley,Joan Wesley,2002,Jackson State University,Community Development and Housing,,,,,,https://linkedin.com/in/joan-wesley-70965810,,
175,Huston,,Gibson,Huston Gibson,2009,Florida State University,"Interdisciplinary Planning, Sustainable Community Development, School Facilities & Housing Prices",,A5025303761,,,,https://linkedin.com/in/huston-gibson-28155337,,
176,Shakil,,Kashem,Shakil Kashem,2020,"University of Illinois, Urbana-Champaign",,duB_ExwAAAAJ,A5033480918,0000-0001-7333-4093,,,,,
177,Clemens,,Pilgram,Clemens Pilgram,2024,USC,,y_6AbfcAAAAJ,,,,,,,
178,Susmita,,Rishi,Susmita Rishi,2019,University of Washington,,JnJ0ewoAAAAJ,,,,,,,
179,LaBarbara,,Wigfall,La Barbara Wigfall,1977,Harvard University,Community Development and Historic Preservation,,,,,https://researchgate.net/profile/La_Barbara_Wigfall,https://linkedin.com/in/labarbara-wigfall-2a30358,,
180,Madhav,,Badami,Madhav Badami,2001,University of British Columbia,"Environmental Policy and Planning, Sustainable Urban Transport, International Planning, Environment and Development",Y4LlGqYAAAAJ,A5086475159,0000-0001-9322-4844,,https://researchgate.net/profile/Madhav_Badami,https://linkedin.com/in/madhav-badami-78592526,,
181,Lisa,,Bornstein,Lisa Bornstein,2002,UC Berkeley,"International Planning, Economic Development, Environmental Policy and Planning, Institutions and Governance",,A5036709890,,,,https://linkedin.com/in/lisa-bornstein-83194b3,,
182,Ahmed,,El-Geneidy,Ahmed El-Geneidy,2005,Portland State University,"Land Use and Transportation Planning, Public Transit Planning and Operations, Travel Behaviour, GIS Applications",xyV9lRMAAAAJ,A5077884116,0000-0002-0942-4016,,https://researchgate.net/profile/Ahmed_El-Geneidy,https://linkedin.com/in/ahmed-el-geneidy-0a135841,,
183,Anna,,Kramer,Anna Kramer,2013,University of Waterloo,,,A5068862121,0000-0001-8109-8449,,,,,
184,Nik,,Luka,Nik Luka,2006,University of Toronto,"Urban Design, Landscape Planning, Housing, Urban Form, Environment and Behavior, Public Space",,A5037017145,0000-0002-1804-4066,,,https://linkedin.com/in/nik-luka-31031a1,,
185,Richard,,Shearmur,Richard Shearmur,1999,Montreal University,"Economic Geography, Spatial Analysis, Urban & Regional Economic Development, Property Development, Innovation.",39owLE0AAAAJ,A5038574835,0000-0002-2554-6654,,https://researchgate.net/profile/Richard_Shearmur,,,
186,David,,Wachsmuth,David Wachsmuth,2014,New York University,,qg1e5xsAAAAJ,A5006623396,0000-0001-5689-9527,,,,,
187,Bruce,,D'Arcus,Bruce D'Arcus,2001,Syracuse University,,,A5056302507,0000-0003-1203-418X,,,,,
188,Marcia,,England,Marcia England,2006,University of Kentucky,,Dx43lFkAAAAJ,A5039843435,,,,,,
189,David,,Prytherch,David Prytherch,2003,University of Arizona,,Uc4F40cAAAAJ,A5050632312,,,,,,
190,Damon,,Scott,Damon Scott,2008,"University of Texas, Austin",,q48wRmAAAAAJ,A5074745646,0000-0002-2701-343X,,,,,
191,Si,,Chen,Si Chen,2021,"University of Illinois, Urbana-Champaign",,,,,,,,,
192,Noah,,Durst,Noah Durst,2017,"University of Texas, Austin",,1E6fpHgAAAAJ,A5079251670,0000-0002-2724-1707,,,,,
193,Zenia,Z.,Kotval,Zenia Kotval,1994,"University of Massachusetts, Amherst","Local Economic Development, Industrial Development/Redevelopment Policy",P508SQkAAAAJ,A5050198979,,,https://researchgate.net/profile/Zenia_Kotval,,,
194,Zeenat,,Kotval-Karamchandani,Zeenat Kotval-Karamchandani,2013,"University of Massachusetts, Amherst",,,A5002694048,,,,https://linkedin.com/in/zeenat-kotval-k-ba7b8913,,
195,Jesus,J.,Lara,Jesus Lara,2006,Arizona State University,"Sustainable Urban Design, Social and Cultural Factors in Design, Community Planning, University-Community Partnerships.",6NKqhUIAAAAJ,,,,https://researchgate.net/profile/Jesus_Lara3,https://linkedin.com/in/jjlara,,
196,Patricia,L.,Machemer,Patricia Machemer,1998,Michigan State University,"Growth Management, Land Use, Participatory Design Process",K-c6LREAAAAJ,A5065576434,,,,https://linkedin.com/in/patricia-machemer-0019bb72,,
197,Deyanira,Nevarez,Martinez,Deyanira Nevarez Martinez,2021,UC Irvine,,GxvkeLcAAAAJ,A5061698826,0000-0001-7850-2316,,,,,
198,Victoria,,Morckel,Victoria Morckel,2012,Ohio State University,,uR6_4DUAAAAJ,A5053111874,0000-0002-0591-3998,,,,,
199,Mark,I.,Wilson,Mark Wilson,1987,University of Pennsylvania,"Urban and Regional Technology Planning, Economic Development, Non-Profit Organizations and Management",3Ptw1dwAAAAJ,,,,,https://linkedin.com/in/mark-wilson-b538509,,
200,Raymond,,Asomani-Boateng,Raymond Asomani-Boateng,1999,University of Waterloo,"Environmental Planning, GIS, Planning Process",Yfw_SakAAAAJ,A5085680727,0000-0002-4578-3462,,https://researchgate.net/profile/Raymond_Asomani-Boateng,https://linkedin.com/in/asomani-boateng-raymond-462b7522,,
201,Russell,J.,Fricano,Russell Fricano,1997,USC,"Environmental Planning, Growth Management, Land Use Planning, Urban Economics, Food Systems Planning",,A5048549528,0000-0001-8898-1509,,https://researchgate.net/profile/Russell_Fricano,https://linkedin.com/in/russell-j-fricano-ph-d-aicp-6b20b027,,
202,Scott,,Granberg-Rademacker,Scott Granberg-Rademacker,2002,University of Nebraska,,eBb1xIsAAAAJ,,,,,,,
203,Beth,Wielde,Heidelberg,Beth Heidelberg,2006,Hamline University,"Urban Aesthetic, Historic Preservation, Design",,A5076591417,0000-0002-3524-6487,,,https://linkedin.com/in/beth-wielde-heidelberg-66284b18,,
204,Kevin,,Parsneau,Kevin Parsneau,2007,University of Minnesota,,,A5027175556,,,,,,
205,Miriam,,Porter,Miriam Porter,2000,Hamline University,"Local Government Management, Human Resource Management, Civic Engagement, Global Trends.",,,,,,https://linkedin.com/in/dr-miriam-porter-4372a4b,,
206,Krista,,Evans,Krista Evans,2017,Clemson University,,MIP_NUwAAAAJ,A5007557688,0000-0002-1907-5841,,,,,
207,Evan,,Iacobucci,Evan Iacobucci,2021,Rutgers University,,-irSXwwAAAAJ,A5001811666,0000-0001-5813-8895,,,,,
208,Ronald,,Malega,Ronald Malega,2010,University of Georgia,,_vKaB3IAAAAJ,,,,,,,
209,Gary,,Michelfelder,Gary Michelfelder,2013,Montana State,,,A5040524131,0000-0003-4657-6227,,,,,
210,Mariana,,Arcaya,Mariana Arcaya,2013,Harvard University,,t-7_VOkAAAAJ,A5012352931,0000-0003-1806-3264,,,,,
211,Eran,,Ben-Joseph,Eran Ben-Joseph,1995,UC Berkeley,"Landscape Architecture, Site Planning and Design, Design Standards, Urban Simulation",Tj1Zk98AAAAJ,A5000236340,,,,,,
212,Alan,M.,Berger,Alan Berger,1990,University of Pennsylvania,landscape and urbanization,,A5034258738,,,https://researchgate.net/profile/Alice_Berger2,https://linkedin.com/in/alan-berger-b346b976,,
213,Devin,,Bunten,Devin Bunten,2016,UCLA,,YwkatPgAAAAJ,A5088247606,0000-0001-6937-5407,,,,,
214,Gabriella,Y.,Carolini,Gabriella Carolini,2008,Columbia University,"International Urban Development, Informal Settlements, Public Sector Accounting, Development Finance",5wsSlFwAAAAJ,A5013544509,,,,,,
215,Karilyn,,Crockett,Karilyn Crockett,2014,Yale University,,JOBwoIsAAAAJ,A5081321255,,,,,,
216,Catherine,,D’Ignazio,Catherine D’Ignazio,2014,MIT,"Artificial Intelligence, Civic Participation, Community Development, Computation, Feminism, Gender Studies, Health, Machine Learning, Postcolonialism, Public Art, Public Participation, Social Equity, Urban Information, Technology, and Media and Analytics, Visualization",yHJdpokAAAAJ,A5050163961,,,,,,
217,Joe,,Ferreira,Joe Ferreira,1971,MIT,"Transportation and Mobility, Urban Information, Technology, and Media and Analytics",zlSPLp8AAAAJ,,,,,,,
218,Dennis,,Frenchman,Dennis Frenchman,2000,MIT,"Urban Design, Advanced Media and Design of Public Space, Heritage and Cultural Development, Transformation of Former Industrial Areas",,A5066825148,,,,https://linkedin.com/in/dennis-frenchman-b027756,,
219,David,,Geltner,David Geltner,1989,MIT,"Real Estate Finance, Real Estate Investment",5S2bRsUAAAAJ,A5090561022,0000-0002-1024-7555,,https://researchgate.net/profile/David_Geltner,https://linkedin.com/in/david-geltner-70414181,,
220,Amy,K.,Glasmeier,Amy Glasmeier,1986,UC Berkeley,Geography and Regional Economic Development; Poverty,HO7_3i8AAAAJ,A5001871676,,,,https://linkedin.com/in/amy-glasmeier-0184b918,,
221,David,,Hsu,David Hsu,2010,University of Washington,Urban & Environmental Infrastructure,bZ98GoIAAAAJ,,,,,https://linkedin.com/in/david-hsu-49a362,,
222,Jason,,Jackson,Jason Jackson,2013,MIT,,orC6GycAAAAJ,A5086232037,0000-0002-0674-6853,,,,,
223,Erica,,James,Erica James,2003,Harvard University,,EKnh-r0AAAAJ,A5015468347,,,,,,
224,Janelle,,Knox-Hayes,Janelle Knox-Hayes,2009,University of Oxford,,0ls-w1wAAAAJ,A5081992910,0000-0003-0378-5811,,,,,
225,Ceasar,,McDowell,Ceasar McDowell,1988,Harvard University,,,,,,,,,
226,Balakrishnan,,Rajagopal,Balakrishnan Rajagopal,2000,Harvard University,"Human Rights, Property and Land Use Law, Displacement and Resettlement, Globalization",dJwLfrQAAAAJ,A5103949630,,,,https://linkedin.com/in/balakrishnan-rajagopal-8a96043b,,
227,Carlo,,Ratti,Carlo Ratti,2001,University of Cambridge,,UF2gBtMAAAAJ,A5103326255,,,,,,
228,Brent,D.,Ryan,Brent Ryan,2002,MIT,"Urban Design and Development, Urban Revitalization.",IYZUu40AAAAJ,A5079381686,0000-0002-0223-1887,,,https://linkedin.com/in/brent-ryan-7b255a5,,
229,Albert,,Saiz,Albert Saiz,2002,Harvard University,Housing and Urban Economics.,sy06iWUAAAAJ,A5056543982,0000-0003-4407-4661,,,https://linkedin.com/in/albert-saiz-526b2762,,
230,Bishwapriya,,Sanyal,Bishwapriya Sanyal,1984,UCLA,"Development Planning, Informal Economy, Planning Theory.",IpR0_88Q5r8C,A5110455547,,,,,,
231,Andres,,Sevtsuk,Andres Sevtsuk,2010,MIT,"Urban design, planning, city form, urban computing, architecture",2tjH9nEAAAAJ,A5055980218,0000-0001-5098-9636,,,,,
232,Anne,Whiston,Spirn,Anne Whiston Spirn,1974,University of Pennsylvania,"Urban Landscape Planning and Design, Landscape History and Theory, Landscape Photography",nvhhXUsAAAAJ,A5084114268,,,,https://linkedin.com/in/annewhistonspirn,,
233,Justin,,Steil,Justin Steil,2015,Columbia University,,0evtZSYAAAAJ,A5091596801,,,,,,
234,Lawrence,,Susskind,Lawrence Susskind,1973,MIT,"Environmental Policy, Negotiation, Public Dispute Resolution",80PRsgsAAAAJ,A5108186363,,,,https://linkedin.com/in/lawrence-susskind-20a1b53,,
235,Phillip,,Thompson,J. Phillip Thompson,1983,CUNY,"Urban Politics, Race Relations, Labor and Local Economic Development, Community Organization",,A5017935837,0000-0002-7712-6483,,,https://linkedin.com/in/phillip-thompson-7243381,,
236,Lawrence,J.,Vale,Lawrence Vale,1985,Oxford University,"Design Politics, Public Housing, Qualitative Methods, Disaster Recovery",wJatmOgAAAAJ,A5086794261,,,,,,
237,Delia,,Wendel,Delia Wendel,2016,Harvard University,,c0T-MBoAAAAJ,A5089149575,0000-0001-8514-5185,,,,,
238,Sarah,,Williams,Sarah Williams,2005,MIT,,90NR720AAAAJ,,,,,https://linkedin.com/in/sarah-williams-9a051b4,,
239,Christopher,,Zegras,Christopher Zegras,2005,MIT,"Urban Transportation, Transportation and Environmental Sustainability",3OQUG7IAAAAJ,,,,https://researchgate.net/profile/Chris_Zegras,https://linkedin.com/in/christopher-zegras-902a331,,
240,Jinhua,,Zhao,Jinhua Zhao,1997,MIT,"Urban Development & Planning in China, Urban Transportation Systems in China, Transportation Economics, Public Transportaiton Management",bC0BOGoAAAAJ,A5023905102,0000-0002-1929-7583,,,https://linkedin.com/in/jinhuazhao,,
241,Siqi,,Zheng,Siqi Zheng,2005,Tsinghua University,,xdGRNpwAAAAJ,,,,,,,
242,Daniel,,Campo,Daniel Campo,2004,University of Pennsylvania,,uWPCdKQAAAAJ,,,,,,,
243,Greg,,Newmark,Greg Newmark,2011,UC Berkeley,,-Ws1rSEAAAAJ,,,,,,,
244,Siddhartha,,Sen,Siddhartha Sen,2001,"University of Illinois, Urbana-Champaign","International Development and Planning, Race and Ethnicity, Urban Design, Planning Theory and Practice, Transportation Planning and Policy, Housing & Community Development",,A5084190473,0000-0003-4272-3293,,https://researchgate.net/profile/Siddhartha_Sen5,https://linkedin.com/in/siddhartha-sen-12b68433,,
245,Hyeon-Shic,,Shin,Hyeon-Shic Shin,2005,"University of Illinois, Chicago","Transportation Planning, Transportation Economics, Planning Methods, GIS.",-GG7MfEAAAAJ,A5009061450,0000-0003-2210-4911,,https://researchgate.net/profile/Hyeonshic_Shin,https://linkedin.com/in/hyeonshic-shin-5661368a,,
246,Tonya,,Thach,Tonya Sanders Thach,2012,"University of Illinois, Chicago",,,,,,,,,
247,Zeynep,,Celik,Zeynep Celik,1986,UC Berkeley,,,A5043802377,0000-0001-7941-9880,,,,,
248,Gabrielle,,Esperdy,Gabrielle Esperdy,1995,City University of New York,,,A5013392610,,,,,,
249,Jesse,,LeCavalier,Jesse LeCavalier,2012,ETH Zurich,,2ygYangAAAAJ,,,,,,,
250,Taro,,Narahara,Taro Narahara,2010,Harvard University,,RRVZtWgAAAAJ,A5072644328,0000-0002-2200-1253,,,,,
251,Darius,,Sollohub,Darius Sollohub,1988,Columbia University,"Infrastructure Planning, Sustainable Transportation, Community Planning, Urban Design.",M-uLFi8AAAAJ,A5086519750,,,,https://linkedin.com/in/darius-sollohub-b250b2a1,,
252,Georgeen,,Theodore,Georgeen Theodore,2002,Harvard University,"Urban Design, Infrastructure Planning, Visualizing Infrastructure, Community Planning, Contemporary Urbanism.",33nLt00AAAAJ,A5010900790,,,,,,
253,Andrzej,,Zarzycki,Andrzej Zarzycki,1994,MIT,,3flRpM4AAAAJ,A5038326251,0000-0002-1683-198X,,,,,
254,Salo,,Coslovsky,Salo Coslovsky,2009,MIT,,08z7YHAAAAAJ,A5011276016,,,,,,
255,Ingrid,,Ellen,Ingrid Gould Ellen,1996,Harvard University,"Community Development, Economic Development Planning, Housing and Neighborhood Planning, Race/Ethnicity Planning, and Urban and Regional Economics.",8k2NhngAAAAJ,A5036201351,0000-0002-6127-633X,,https://researchgate.net/profile/Ingrid_Ellen,,,
256,Zhan,,Guo,Zhan Guo,2008,MIT,,0AzBJXMAAAAJ,A5113750867,,,https://researchgate.net/profile/Zhan_Guo,https://linkedin.com/in/zhan-guo-479a0414,,
257,Natasha,,Iskander,Natasha Iskander,2006,MIT,,doce54QAAAAJ,A5051819432,,,,,,
258,Mitchell,,Moss,Mitchell Moss,1975,USC,"Economic Development, Urban Policy and Politics, and Technology and Regional Development.",7_aWvEQAAAAJ,A5111987958,,,https://researchgate.net/profile/Mitchell_Moss,https://linkedin.com/in/mitchell-moss-34640413,,
259,Katherine,,O’Regan,Katherine O’Regan,1990,UC Berkeley,"Economic Development Planning, Housing, Race and Ethnicity Planning, and Urban and Regional Economics.",XIOc-p8AAAAJ,A5027105708,,,,,,
260,Paul,,Smoke,Paul Smoke,1988,MIT,"Public Finance and Management, Public Finance Reform, Urban/Regional Economics, International Economic Development.",RYM94sIAAAAJ,A5005778262,0000-0002-2318-5138,,https://researchgate.net/profile/Paul_Smoke,https://linkedin.com/in/paul-smoke-a9292b1b,,
261,Christopher,,Bosso,Christopher Bosso,1985,University of Pittsburgh,,jIxt_PUAAAAJ,A5020351323,,,,,,
262,Joan,,Fitzgerald,Joan Fitzgerald,1988,Pennsylvania State University,,_bXYlvoAAAAJ,,,,,,,
263,Cara,,Michell,Cara Michell,2016,Harvard University,,,,,,,,,
264,Kaitlyn,,Noli,Kaitlyn Alvarez Noli,2020,UC Irvine,,jIaRVqYAAAAJ,,,,,,,
265,Daniel,,O’Brien,Daniel O’Brien,2010,Binghamton University,,935Cc7wAAAAJ,,,,,,,
266,Alicia,,Sasser Modestino,Alicia Sasser Modestino,2001,Harvard University,,QD-QMp4AAAAJ,A5082023516,0000-0001-8998-3282,,,,,
267,Gavin,,Shatkin,Gavin Shatkin,2001,Rutgers University,,fo2N4SAAAAAJ,,,,,,,
268,Lily,,Song,Lily Song,2020,MIT,,0qk7s30AAAAJ,,,,,,,
269,Tom,,Vicino,Thomas Vicino,2006,University of Maryland,,I7RwuMgAAAAJ,A5015272543,0000-0002-4165-0603,,,,,
270,Moira,,Zellner,Moira Zellner,2005,University of Michigan,,D60rc7gAAAAJ,A5059003249,0000-0002-4111-3357,,,,,
271,Seung,,Choi,Seung Jun Choi,2025,"University of Texas, Austin",,eAgMSOMAAAAJ,A5069369819,0000-0001-5993-4105,,,,,
272,David,,Folch,David Folch,2011,Arizona State University,,6Vb5yE4AAAAJ,A5003196533,0000-0002-8167-1118,,,,,
273,Steven,,Gehrke,Steven Gehrke,2017,Portland State University,,xQqnkVgAAAAJ,A5039692315,0000-0001-9355-5571,,,,,
274,Dawn,,Hawley,R. Dawn Hawley,1994,Arizona State University,"Land Use Planning, Public Participation, Economic Geography",,,,,,,,
275,Ruihong,,Huang,Ruihong Huang,2003,"University of Wisconsin, Milwaukee",,L-y59HgAAAAJ,,,,,,,
276,Brian,,Petersen,Brian Petersen,2008,UC Santa Cruz,,-rON9VEAAAAJ,,,,,,,
277,Kelsea,,Best,Kelsea Best,2022,Vanderbilt University,,isMyIb4AAAAJ,A5049625734,0000-0002-9040-6244,,,,,
278,Richardo,,Cardoso,Ricardo Cardoso,2018,UC Berkeley,,Tcifuz4AAAAJ,,,,,,,
279,Andre,,Carrel,Andre Carrel,2013,UC Berkeley,,a7um54AAAAAJ,A5051239567,0000-0002-3040-6306,,,,,
280,Zhenhua,,Chen,Zhenhua Chen,2014,George Mason University,,ghp3SkwAAAAJ,A5100775431,0000-0003-0473-1508,,,,,
281,Jennifer,,Clark,Jennifer Clark,2004,Cornell University,,6pQQuqEAAAAJ,,,,,,,
282,Maria,Manta,Conroy,Maria Conroy,2000,UNC,"Sustainability, Negotiation and Conflict Management, Environmental Planning, Citizen Participation",1gka4DcAAAAJ,A5062129035,0000-0002-9470-1929,,https://researchgate.net/profile/Maria_Conroy,https://linkedin.com/in/maria-manta-conroy-a98309,,
283,Harley,F.,Etienne,Harley Etienne,2008,Cornell University,"Urban Community Development, Inner-city Revitalization, Neighborhood Change, Urban Poverty and Qualitative Research Issues in Planning",,A5015900107,,,,,,
284,Bernadette,,Hanlon,Bernadette Hanlon,2007,"University of Maryland, Baltimore County",Suburbs and Housing,jC0i14kAAAAJ,A5011472441,0000-0002-3514-7972,,https://researchgate.net/profile/Bernadette_Hanlon,https://linkedin.com/in/bernadette-hanlon-60a9655,,
285,Rachel,G.,Kleit,Rachel Kleit,1999,UNC,"Public and Affordable Housing, Social Networks, Poverty, Community Development.",dPSTEEcAAAAJ,A5073398924,0000-0002-2112-2934,,,https://linkedin.com/in/rachelgarshickkleit,,
286,Yasuyuki,,Motoyama,Yasuyuki Motoyama,2006,UC Berkeley,,gm5AlOoAAAAJ,A5091744279,0000-0001-9851-4867,,,,,
287,Manuel,,Palacios,Manuel Santana Palacios,2021,UC Berkeley,,mEaBWLQAAAAJ,A5022479706,0000-0002-1875-8085,,,,,
288,Jason,,Reece,Jason Reece,2016,Ohio State University,,mwhaXroAAAAJ,A5017385018,0000-0001-9678-8661,,,,,
289,Kareem,M.,Usher,Kareem Usher,2015,Florida State University,,BQE_nsYAAAAJ,A5008882756,0000-0001-9367-6816,,,,,
290,Mattijs,,Van Maasakkers,Mattijs Van Maasakkers,2013,MIT,"Environmental Planning, Ecosytem Services, Conflict Resolution",nwnBOYMAAAAJ,A5080970876,0000-0002-1663-2016,,https://researchgate.net/profile/Mattijs_Van_Maasakkers,https://linkedin.com/in/mattijs-van-maasakkers-6316843,,
291,Chryl,,Corbin,Chryl Corbin,2020,UC Berkeley,,,,,,,,,
292,Jennifer,,Dill,Jennifer Dill,2001,UC Berkeley,"Transportation, Infrastructure/Public Services, Environmental Planning, Land Use/Growth Management",GNyEzcMAAAAJ,A5016368811,0000-0001-5498-3928,,,https://linkedin.com/in/jennifer-dill-bb749840,,
293,Yiping,,Fang,Yiping Fang,2005,"University of Colorado, Denver","International Planning, Housing, GIS",NQc4iR0AAAAJ,,,,https://researchgate.net/profile/Yiping_Fang,https://linkedin.com/in/yiping-fang-6a185274,,
294,Matthew,,Gebhardt,Matthew Gebhardt,2009,Columbia University,"Real Estate Development, Neighborhood and Community Change, Planning Design, History and Theory",,,,,,https://linkedin.com/in/matthew-gebhardt-04482153,,
295,Aaron,,Golub,Aaron Golub,2003,UC Berkeley,"Urban Transportation Planning, Environmental and Social Impacts of Transportation, Environmental Justice, and International Transportation",wKT8TeMAAAAJ,A5021198509,0000-0002-5999-0593,,https://researchgate.net/profile/Aaron_Golub,https://linkedin.com/in/aaron-golub-1301565,,
296,Jenny,H.,Liu,Jenny Liu,2010,UC Berkeley,"Environment and Resource Economics, Transportation, Energy, Development Economics and Public Policy.",,A5072604421,,,,https://linkedin.com/in/jenny-liu-5221bb8,,"REVERSED 2026-09-19: not a move. Scholar id oirhrhsAAAAJ inherited from the workbook belongs to a University of Guelph entomologist (6 citations; interests entomology, food security), not this UC Berkeley PhD in transportation and resource economics. Id cleared; she stays at Portland State. Alex spotted it."
297,Greg,,Schrock,Greg Schrock,2010,"University of Illinois, Chicago","Regional Economic Development, Labor Market and Workforce Development Policy",2YfHTPIAAAAJ,A5059565765,0000-0003-0476-8677,,,https://linkedin.com/in/greg-schrock-60a24056,,
298,Ozcan,,Tunalilar,Ozcan Tunalilar,2016,University of Florida,,wHwKAK4AAAAJ,A5027453122,0000-0001-9864-1217,,,,,
299,Liming,,Wang,Liming Wang,2009,University of Washington,"Transportation Planning, Urban Modeling, Planning Support Systems, Housing Markets and Real Estate Development.",jgcEZPgAAAAJ,,,,,https://linkedin.com/in/liming-wang-16b8a341,,
300,Yu,,Xiao,Yu Xiao,2008,"University of Illinois, Urbana-Champaign","Economic Development, Community Resiliency, Disaster Impact, Economic Resiliency",nDF5G30AAAAJ,A5011154045,0000-0002-4998-5213,,,,,
301,Marisa,,Zapata,Marisa Zapata,2009,"University of Illinois, Urbana-Champaign","Participatory Planning Processes, Land Use Planning, Culutral Diversity",-P2oJ9sAAAAJ,A5010305628,,,https://researchgate.net/profile/Marisa_Zapata,https://linkedin.com/in/marisa-zapata-7746184,,
302,Eve,,Baron,Eve Baron,2003,Rutgers University,,,,,,,,,
303,Courtney,,Knapp,Courtney Knapp,2014,Cornell University,,E1msbDkAAAAJ,A5039956051,0000-0002-4882-9737,,,,,
304,Jonathan,,Martin,Jonathan Martin,1996,Cornell University,"Land Use Regulation and Growth Management, Planning Methods",,A5073730510,,,,,,
305,Juan,,Osorio,Juan Osorio,2020,MIT,,xK7aVxYAAAAJ,A5101842300,0009-0008-3499-648X,,,,,
306,John,,Shapiro,John Shapiro,1979,Pratt Institute,Physical Planning & Land Use,,,,,,https://nl.linkedin.com/in/john-shapiro-96283934?trk=pub-pbmap,,
307,Ajay,,Agarwal,Ajay Agarwal,2009,USC,,AOP2DRQAAAAJ,A5078083467,0000-0003-0499-5511,,,,,
308,Patricia,,Collins,Patricia Collins,2009,Simon Fraser University,,VeNqwrEAAAAJ,,,,,,,
309,Betsy,,Donald,Betsy Donald,1999,University of Toronto,,byrLx34AAAAJ,,,,,,,
310,David,,Gordon,David Gordon,1994,Harvard University,,VkCclDUAAAAJ,A5090456710,0000-0001-9334-9567,,,,,
311,Maxwell,,Hartt,Maxwell Hartt,2016,University of Waterloo,,yGHXP6kAAAAJ,A5060305656,0000-0003-1748-7890,,,,,
312,John,,Meligrana,John Meligrana,1998,Simon Fraser University,,,A5003488795,,,,,,
313,Graham,,Whitelaw,Graham Whitelaw,2006,University of Waterloo,,,,,,,,,
314,Zachary,,Christman,Zachary Christman,2010,Clark University,,2B6CoLQAAAAJ,A5038557716,0000-0002-3037-7621,,,,,
315,John,,Hasse,John Hasse,2002,Rutgers University,,,,,,,,,
316,Qian,,He,Qian He,2022,"University of Texas, Arlington",,Voq-KhIAAAAJ,,,,,,,
317,Kevin,,Keenan,Kevin Keenan,2009,Clark University,,,,,,,,,
318,Jennifer,,Kitson,Jennifer Kitson,2013,Arizona State University,,0cNt_VcAAAAJ,A5007333438,0000-0002-3845-4521,,,,,
319,Mahbubur,,Meenar,Mahbubur Meenar,2014,Temple University,,lJgw7TMAAAAJ,A5043628850,0000-0002-0869-3249,,https://www.researchgate.net/profile/Mahbubur-Meenar,,,
320,Hooshang,,Amirahmadi,Hooshang Amirahmadi,1982,Cornell University,,c0_9n5gAAAAJ,A5026753771,,,,,,
321,Clinton,J.,Andrews,Clinton Andrews,1990,MIT,"Environmental Planning, Energy Policy, Planning Methods",aRLbkQcAAAAJ,A5075444806,0000-0002-2989-8091,,https://researchgate.net/profile/Clinton_Andrews,https://linkedin.com/in/clinton-andrews-276b4a6,,
322,Bernadette,,Baird-Zars,Bernadette Baird-Zars,2021,Columbia University,,rP_BIkoAAAAJ,A5062540614,0000-0001-8745-1055,,,,,
323,James,,DeFilippis,James DeFilippis,2000,Rutgers University,"Urban Political Economy, Housing, Community Development",eZDymw0AAAAJ,A5004638020,0000-0001-9691-6272,,https://researchgate.net/profile/James_Defilippis2,https://linkedin.com/in/james-defilippis-711b0254,,
